Frecuencia (Hz),PSD
-7246093.750000,-79.136846438372601
-7241210.937500,-79.131369589553259
-7236328.125000,-79.121531752735279
-7231445.312500,-79.141961325435062
-7226562.500000,-79.142529757050895
-7221679.687500,-79.243670434605335
-7216796.875000,-79.184879189172207
-7211914.062500,-79.145556028861904
-7207031.250000,-79.144396534665702
-7202148.437500,-79.096181233029881
-7197265.625000,-79.172138066910890
-7192382.812500,-79.101151291186468
-7187500.000000,-79.092586536934945
-7182617.187500,-79.165458893906603
-7177734.375000,-79.131742335954826
-7172851.562500,-79.145281366311224
-7167968.750000,-79.172774249746510
-7163085.937500,-79.138013433217424
-7158203.125000,-79.114194865028566
-7153320.312500,-79.145143035354437
-7148437.500000,-79.157955773388124
-7143554.687500,-79.207237328683348
-7138671.875000,-79.152764748705579
-7133789.062500,-79.152926761735998
-7128906.250000,-79.158331837443882
-7124023.437500,-79.146606204898802
-7119140.625000,-79.198320710885156
-7114257.812500,-79.159057527167363
-7109375.000000,-79.158231255440597
-7104492.187500,-79.129634589025414
-7099609.375000,-79.144462493784019
-7094726.562500,-79.259389987317149
-7089843.750000,-79.138227244854903
-7084960.937500,-79.150715568901418
-7080078.125000,-79.157450631665100
-7075195.312500,-79.235312333848086
-7070312.500000,-79.237255876119661
-7065429.687500,-79.194083261756475
-7060546.875000,-79.197638007429717
-7055664.062500,-79.143263966145327
-7050781.250000,-79.081380597231174
-7045898.437500,-79.118341613510040
-7041015.625000,-79.155501748169101
-7036132.812500,-79.090876962450366
-7031250.000000,-79.096538065979516
-7026367.187500,-79.173865948526569
-7021484.375000,-79.166103815840799
-7016601.562500,-79.115305556964145
-7011718.750000,-79.116024403329320
-7006835.937500,-79.162111477053088
-7001953.125000,-79.180977719258806
-6997070.312500,-79.146108475036812
-6992187.500000,-79.117913467620752
-6987304.687500,-79.134997293485284
-6982421.875000,-79.213813082781527
-6977539.062500,-79.158222767731502
-6972656.250000,-79.148090268344788
-6967773.437500,-79.148763568958458
-6962890.625000,-79.232820224288872
-6958007.812500,-79.265985722626098
-6953125.000000,-79.218722120505575
-6948242.187500,-79.166748504206737
-6943359.375000,-79.134722160855205
-6938476.562500,-79.099568159922057
-6933593.750000,-79.081388700015708
-6928710.937500,-79.066214289686144
-6923828.125000,-79.085481781454149
-6918945.312500,-79.173176909379748
-6914062.500000,-79.216303724381717
-6909179.687500,-79.175154613385970
-6904296.875000,-79.064866384039064
-6899414.062500,-79.077755569763383
-6894531.250000,-79.138092526455381
-6889648.437500,-79.146066007870843
-6884765.625000,-79.147935669174501
-6879882.812500,-79.137265952285262
-6875000.000000,-79.208623464525232
-6870117.187500,-79.186181944313205
-6865234.375000,-79.132638757111181
-6860351.562500,-79.135346900399327
-6855468.750000,-79.116332010232341
-6850585.937500,-79.138680661469024
-6845703.125000,-79.117700934145546
-6840820.312500,-79.073456587936789
-6835937.500000,-79.100407126464049
-6831054.687500,-79.175900868515015
-6826171.875000,-79.122757599664070
-6821289.062500,-79.071577314774814
-6816406.250000,-79.085794742386099
-6811523.437500,-79.104146116038365
-6806640.625000,-79.025521086622575
-6801757.812500,-78.957351823532832
-6796875.000000,-79.020883814072235
-6791992.187500,-79.110912747682832
-6787109.375000,-79.205636608464289
-6782226.562500,-79.185457160760706
-6777343.750000,-79.232719818307132
-6772460.937500,-79.142849649010245
-6767578.125000,-79.156431047763363
-6762695.312500,-79.165355993936942
-6757812.500000,-79.129786932603267
-6752929.687500,-79.136934399656013
-6748046.875000,-79.163494378608746
-6743164.062500,-79.133361502336996
-6738281.250000,-79.156056244105741
-6733398.437500,-79.200164909170852
-6728515.625000,-79.144245619445826
-6723632.812500,-79.133425089605637
-6718750.000000,-79.213028985584401
-6713867.187500,-79.176586516886374
-6708984.375000,-79.159037762879734
-6704101.562500,-79.128937055530969
-6699218.750000,-79.155270338512310
-6694335.937500,-79.209856076660657
-6689453.125000,-79.142250508966782
-6684570.312500,-79.015556217263821
-6679687.500000,-79.134862743055152
-6674804.687500,-79.135663828247047
-6669921.875000,-79.158995356841586
-6665039.062500,-79.152941601063532
-6660156.250000,-79.120218643346007
-6655273.437500,-79.113404513702164
-6650390.625000,-79.104859058424893
-6645507.812500,-79.107409503554763
-6640625.000000,-79.119966370643070
-6635742.187500,-79.038723692637163
-6630859.375000,-79.091620727528749
-6625976.562500,-79.122450915182981
-6621093.750000,-79.109336800767124
-6616210.937500,-79.107108380569031
-6611328.125000,-79.012627803311062
-6606445.312500,-79.001641033087267
-6601562.500000,-79.066106218039266
-6596679.687500,-79.015871954372599
-6591796.875000,-79.049294439383118
-6586914.062500,-79.120745498666366
-6582031.250000,-79.057659762305406
-6577148.437500,-79.079845521971464
-6572265.625000,-79.092342524211119
-6567382.812500,-79.139702657882324
-6562500.000000,-79.165854796864451
-6557617.187500,-79.112552281901770
-6552734.375000,-79.053630271685407
-6547851.562500,-79.067791892711938
-6542968.750000,-79.080792209633245
-6538085.937500,-79.154498195816274
-6533203.125000,-79.178398777277721
-6528320.312500,-79.179104472804994
-6523437.500000,-79.166695818555979
-6518554.687500,-79.083092077936726
-6513671.875000,-79.043948118579181
-6508789.062500,-79.053031596561510
-6503906.250000,-78.716042120070398
-6499023.437500,-78.700664545672055
-6494140.625000,-79.161051463503071
-6489257.812500,-79.149993062237129
-6484375.000000,-79.085311307634157
-6479492.187500,-79.104850684896661
-6474609.375000,-79.177471458478678
-6469726.562500,-79.117887815779426
-6464843.750000,-79.097160061776549
-6459960.937500,-79.153186136441050
-6455078.125000,-79.167062152138413
-6450195.312500,-79.120497783131285
-6445312.500000,-79.181695637170819
-6440429.687500,-79.127515264830933
-6435546.875000,-79.097551104553077
-6430664.062500,-79.090965517749154
-6425781.250000,-78.938740407645071
-6420898.437500,-78.549499265751862
-6416015.625000,-78.028396452477409
-6411132.812500,-77.909473874714394
-6406250.000000,-78.430009743267405
-6401367.187500,-78.865904506033203
-6396484.375000,-79.062153912859742
-6391601.562500,-79.059482019516167
-6386718.750000,-79.057647865152916
-6381835.937500,-78.975995842615646
-6376953.125000,-78.882403449758669
-6372070.312500,-78.850497434393702
-6367187.500000,-78.754388996409546
-6362304.687500,-78.671728227331897
-6357421.875000,-78.631288739189159
-6352539.062500,-78.526202529858978
-6347656.250000,-78.499167503346825
-6342773.437500,-78.474123791447965
-6337890.625000,-78.357490780873206
-6333007.812500,-78.109968204930212
-6328125.000000,-77.745803270895877
-6323242.187500,-77.386290680892500
-6318359.375000,-77.143965466432817
-6313476.562500,-76.901070438497371
-6308593.750000,-76.749366780965545
-6303710.937500,-76.887690750298944
-6298828.125000,-77.243806726758692
-6293945.312500,-77.734112396184685
-6289062.500000,-78.162922272726661
-6284179.687500,-78.418209529734668
-6279296.875000,-78.547523077745666
-6274414.062500,-78.347168004451731
-6269531.250000,-78.281420603623260
-6264648.437500,-78.153299685513616
-6259765.625000,-77.995161018413015
-6254882.812500,-77.914791056015559
-6250000.000000,-77.869198919690902
-6245117.187500,-78.058013388900562
-6240234.375000,-78.326787055470945
-6235351.562500,-78.598488169657713
-6230468.750000,-78.769061087038921
-6225585.937500,-78.937145828541389
-6220703.125000,-79.032117102160143
-6215820.312500,-79.138442237475246
-6210937.500000,-79.154187692257082
-6206054.687500,-79.106019564776958
-6201171.875000,-79.096302740973940
-6196289.062500,-79.143553775301555
-6191406.250000,-79.132426805724776
-6186523.437500,-79.165315933884585
-6181640.625000,-79.144202722892757
-6176757.812500,-79.121208168078581
-6171875.000000,-79.164794614589937
-6166992.187500,-79.106629758719833
-6162109.375000,-79.039238541166412
-6157226.562500,-79.082701819655753
-6152343.750000,-79.154184471648918
-6147460.937500,-79.208011535809590
-6142578.125000,-79.129194339276154
-6137695.312500,-79.174866990589948
-6132812.500000,-79.133304276966257
-6127929.687500,-79.125315979768857
-6123046.875000,-79.213115576943878
-6118164.062500,-79.133402523053647
-6113281.250000,-79.055949035982962
-6108398.437500,-79.121349411391392
-6103515.625000,-79.200021758809413
-6098632.812500,-79.120992098588928
-6093750.000000,-79.175656452788530
-6088867.187500,-79.178902338985651
-6083984.375000,-79.249299651253310
-6079101.562500,-79.251649816893050
-6074218.750000,-79.186434357178939
-6069335.937500,-79.155990610441322
-6064453.125000,-79.158005401196064
-6059570.312500,-79.175612524117597
-6054687.500000,-79.104420649501847
-6049804.687500,-79.085909857018848
-6044921.875000,-79.085619464798810
-6040039.062500,-79.059676168566654
-6035156.250000,-79.079089580746938
-6030273.437500,-79.020676201941512
-6025390.625000,-79.042002868364577
-6020507.812500,-79.050843541133261
-6015625.000000,-79.042713955245461
-6010742.187500,-79.056243705510198
-6005859.375000,-79.170711129304010
