# Timestamp: 20251217_153912
# Config: {'ip': '192.168.46.113', 'ruta_salida': '/home/gcpds/Desktop/Procesamiento_ANE2/ANE2_procesamiento/extraccion', 'frecuencia_central_hz': 98000000, 'span_hz': 20000000, 'puntos': 4096}
Frecuencia_Hz,Amplitud_dBm
90798534.80,-92.773639
90803418.80,-93.057783
90808302.81,-93.701149
90813186.81,-93.271511
90818070.82,-93.739899
90822954.82,-93.141802
90827838.83,-93.580042
90832722.83,-93.207848
90837606.84,-93.609526
90842490.84,-93.617587
90847374.85,-94.436316
90852258.85,-93.848875
90857142.86,-94.108739
90862026.86,-93.253270
90866910.87,-93.382854
90871794.87,-92.882947
90876678.88,-92.993002
90881562.88,-92.710600
90886446.89,-92.920899
90891330.89,-92.504574
90896214.90,-92.879932
90901098.90,-92.590103
90905982.91,-93.104510
90910866.91,-92.583638
90915750.92,-92.866354
90920634.92,-92.404678
90925518.93,-92.659325
90930402.93,-92.555298
90935286.94,-93.113522
90940170.94,-92.781624
90945054.95,-93.407379
90949938.95,-93.083304
90954822.95,-93.382345
90959706.96,-93.051323
90964590.96,-93.524974
90969474.97,-93.215798
90974358.97,-93.668841
90979242.98,-93.011958
90984126.98,-93.374754
90989010.99,-93.061353
90993894.99,-93.525351
90998779.00,-93.279044
91003663.00,-93.700778
91008547.01,-93.393753
91013431.01,-93.821136
91018315.02,-93.162403
91023199.02,-93.345018
91028083.03,-93.020343
91032967.03,-93.435918
91037851.04,-93.521499
91042735.04,-94.134922
91047619.05,-93.714782
91052503.05,-94.160605
91057387.06,-93.625531
91062271.06,-94.086742
91067155.07,-93.802826
91072039.07,-94.313506
91076923.08,-93.933489
91081807.08,-94.215619
91086691.09,-93.261994
91091575.09,-93.133352
91096459.10,-92.423528
91101343.10,-92.626388
91106227.11,-92.605694
91111111.11,-93.402261
91115995.12,-93.195525
91120879.12,-93.685090
91125763.13,-93.439658
91130647.13,-93.939552
91135531.14,-93.634537
91140415.14,-94.216056
91145299.15,-93.991166
91150183.15,-94.290456
91155067.16,-93.497756
91159951.16,-93.826810
91164835.16,-93.517142
91169719.17,-93.779869
91174603.17,-93.184265
91179487.18,-93.384876
91184371.18,-92.746940
91189255.19,-93.116789
91194139.19,-92.885263
91199023.20,-93.260105
91203907.20,-92.785151
91208791.21,-93.314735
91213675.21,-92.891082
91218559.22,-93.254987
91223443.22,-92.842990
91228327.23,-93.167291
91233211.23,-92.911123
91238095.24,-93.488128
91242979.24,-92.911495
91247863.25,-93.336804
91252747.25,-93.171859
91257631.26,-93.774057
91262515.26,-93.513087
91267399.27,-94.005067
91272283.27,-93.542705
91277167.28,-93.947438
91282051.28,-93.572391
91286935.29,-93.959692
91291819.29,-93.342910
91296703.30,-93.430964
91301587.30,-92.753628
91306471.31,-92.834149
91311355.31,-92.709416
91316239.32,-93.035054
91321123.32,-92.537221
91326007.33,-93.154457
91330891.33,-93.323214
91335775.34,-93.812873
91340659.34,-93.356877
91345543.35,-93.770789
91350427.35,-93.252402
91355311.36,-93.424183
91360195.36,-92.731738
91365079.37,-93.015967
91369963.37,-92.930409
91374847.37,-93.351742
91379731.38,-93.029819
91384615.38,-93.480270
91389499.39,-92.913469
91394383.39,-93.105096
91399267.40,-92.730297
91404151.40,-93.207203
91409035.41,-93.060931
91413919.41,-93.485436
91418803.42,-92.869130
91423687.42,-93.151694
91428571.43,-92.896686
91433455.43,-93.369522
91438339.44,-93.009489
91443223.44,-93.548262
91448107.45,-92.840545
91452991.45,-93.227439
91457875.46,-92.170518
91462759.46,-92.274184
91467643.47,-92.197200
91472527.47,-92.634474
91477411.48,-92.131815
91482295.48,-92.433900
91487179.49,-92.008000
91492063.49,-92.318024
91496947.50,-91.534582
91501831.50,-91.713432
91506715.51,-91.638694
91511599.51,-92.261054
91516483.52,-92.426956
91521367.52,-93.280986
91526251.53,-92.882234
91531135.53,-93.199240
91536019.54,-92.536064
91540903.54,-92.689557
91545787.55,-92.239158
91550671.55,-92.683213
91555555.56,-92.600721
91560439.56,-93.050829
91565323.57,-92.523206
91570207.57,-92.784721
91575091.58,-92.068133
91579975.58,-92.595597
91584859.58,-91.969464
91589743.59,-92.575102
91594627.59,-91.347566
91599511.60,-91.303757
91604395.60,-89.151289
91609279.61,-88.598419
91614163.61,-86.864262
91619047.62,-86.303733
91623931.62,-84.808304
91628815.63,-84.080288
91633699.63,-82.499199
91638583.64,-81.517652
91643467.64,-80.053445
91648351.65,-79.297903
91653235.65,-78.131913
91658119.66,-77.653447
91663003.66,-76.752842
91667887.67,-76.402617
91672771.67,-75.638864
91677655.68,-75.291685
91682539.68,-74.446598
91687423.69,-74.139951
91692307.69,-73.551621
91697191.70,-73.565861
91702075.70,-73.539219
91706959.71,-73.975477
91711843.71,-74.461260
91716727.72,-75.404298
91721611.72,-75.985156
91726495.73,-76.964696
91731379.73,-77.861947
91736263.74,-78.826939
91741147.74,-79.804405
91746031.75,-81.097403
91750915.75,-82.101389
91755799.76,-83.527385
91760683.76,-84.495551
91765567.77,-85.733949
91770451.77,-86.203052
91775335.78,-87.323349
91780219.78,-87.381061
91785103.79,-88.344537
91789987.79,-88.647368
91794871.79,-89.436420
91799755.80,-89.628499
91804639.80,-90.350483
91809523.81,-90.386909
91814407.81,-91.136322
91819291.82,-90.920248
91824175.82,-91.549838
91829059.83,-91.697318
91833943.83,-92.432553
91838827.84,-91.887816
91843711.84,-92.114996
91848595.85,-91.581847
91853479.85,-92.020618
91858363.86,-91.721243
91863247.86,-91.868263
91868131.87,-91.344972
91873015.87,-91.676321
91877899.88,-91.516512
91882783.88,-92.060783
91887667.89,-92.103085
91892551.89,-92.732369
91897435.90,-92.390083
91902319.90,-92.816102
91907203.91,-92.433923
91912087.91,-93.178537
91916971.92,-92.651429
91921855.92,-93.091370
91926739.93,-92.722656
91931623.93,-93.113490
91936507.94,-92.709001
91941391.94,-92.965235
91946275.95,-92.592677
91951159.95,-92.984011
91956043.96,-93.057169
91960927.96,-93.654999
91965811.97,-93.369275
91970695.97,-93.749747
91975579.98,-92.705507
91980463.98,-92.956816
91985347.99,-92.578138
91990231.99,-93.018993
91995116.00,-92.371303
92000000.00,-92.633911
92004884.00,-92.586617
92009768.01,-92.837939
92014652.01,-92.184853
92019536.02,-92.514205
92024420.02,-92.208298
92029304.03,-92.558354
92034188.03,-92.145669
92039072.04,-92.586451
92043956.04,-92.279084
92048840.05,-92.641698
92053724.05,-92.419230
92058608.06,-92.738533
92063492.06,-92.697943
92068376.07,-93.196988
92073260.07,-92.997321
92078144.08,-93.500408
92083028.08,-92.833081
92087912.09,-93.231739
92092796.09,-92.550077
92097680.10,-92.866301
92102564.10,-92.485515
92107448.11,-92.993063
92112332.11,-92.479699
92117216.12,-93.036194
92122100.12,-92.957105
92126984.13,-93.639156
92131868.13,-93.322131
92136752.14,-93.888661
92141636.14,-93.555176
92146520.15,-94.055202
92151404.15,-93.314534
92156288.16,-93.326688
92161172.16,-92.379806
92166056.17,-92.758080
92170940.17,-92.364730
92175824.18,-92.773182
92180708.18,-92.281840
92185592.19,-92.820696
92190476.19,-92.561357
92195360.20,-92.822896
92200244.20,-92.042904
92205128.21,-92.238100
92210012.21,-91.210249
92214896.21,-91.240798
92219780.22,-90.116840
92224664.22,-90.259587
92229548.23,-89.377188
92234432.23,-89.186200
92239316.24,-87.672108
92244200.24,-87.317531
92249084.25,-86.607717
92253968.25,-86.450072
92258852.26,-85.798973
92263736.26,-85.661606
92268620.27,-84.893845
92273504.27,-84.921485
92278388.28,-84.741586
92283272.28,-84.850953
92288156.29,-84.198933
92293040.29,-84.372811
92297924.30,-84.353956
92302808.30,-84.867052
92307692.31,-85.064909
92312576.31,-85.804905
92317460.32,-85.915824
92322344.32,-86.617196
92327228.33,-86.998985
92332112.33,-87.716304
92336996.34,-87.611140
92341880.34,-88.290603
92346764.35,-88.242036
92351648.35,-88.997368
92356532.36,-88.847682
92361416.36,-89.341626
92366300.37,-89.581675
92371184.37,-90.494610
92376068.38,-90.907275
92380952.38,-92.020154
92385836.39,-91.874193
92390720.39,-92.364269
92395604.40,-91.949004
92400488.40,-92.441866
92405372.41,-92.438221
92410256.41,-93.025206
92415140.42,-92.300124
92420024.42,-92.738123
92424908.42,-92.104420
92429792.43,-92.361082
92434676.43,-91.828769
92439560.44,-92.375956
92444444.44,-92.433129
92449328.45,-93.188982
92454212.45,-93.000606
92459096.46,-93.584807
92463980.46,-92.554138
92468864.47,-92.553413
92473748.47,-91.913010
92478632.48,-92.314770
92483516.48,-91.993499
92488400.49,-92.325450
92493284.49,-91.989925
92498168.50,-92.771718
92503052.50,-92.069193
92507936.51,-92.430088
92512820.51,-91.913754
92517704.52,-92.100604
92522588.52,-91.931735
92527472.53,-92.545919
92532356.53,-92.240060
92537240.54,-92.579846
92542124.54,-92.006726
92547008.55,-92.388002
92551892.55,-91.992908
92556776.56,-92.371295
92561660.56,-92.448108
92566544.57,-92.963117
92571428.57,-92.521659
92576312.58,-92.955159
92581196.58,-92.592300
92586080.59,-92.826551
92590964.59,-92.498214
92595848.60,-92.801237
92600732.60,-92.372712
92605616.61,-92.927246
92610500.61,-92.104903
92615384.62,-92.530684
92620268.62,-91.578352
92625152.63,-91.654366
92630036.63,-90.414138
92634920.63,-90.291817
92639804.64,-89.558897
92644688.64,-89.552662
92649572.65,-88.346216
92654456.65,-88.020578
92659340.66,-87.068734
92664224.66,-86.891539
92669108.67,-85.827632
92673992.67,-85.664000
92678876.68,-84.995732
92683760.68,-85.081302
92688644.69,-84.663001
92693528.69,-84.975794
92698412.70,-84.926238
92703296.70,-85.144956
92708180.71,-84.972904
92713064.71,-85.291758
92717948.72,-85.282752
92722832.72,-85.666521
92727716.73,-86.175509
92732600.73,-86.854152
92737484.74,-87.196311
92742368.74,-88.124799
92747252.75,-88.331884
92752136.75,-89.163855
92757020.76,-89.589633
92761904.76,-90.524052
92766788.77,-90.321350
92771672.77,-90.960633
92776556.78,-90.838573
92781440.78,-91.670124
92786324.79,-91.205929
92791208.79,-91.617992
92796092.80,-91.587542
92800976.80,-92.437877
92805860.81,-92.133595
92810744.81,-92.488966
92815628.82,-91.909270
92820512.82,-92.215777
92825396.83,-92.107883
92830280.83,-92.622669
92835164.84,-92.181662
92840048.84,-92.751785
92844932.84,-92.534326
92849816.85,-92.974619
92854700.85,-92.222057
92859584.86,-92.447262
92864468.86,-92.052452
92869352.87,-92.644287
92874236.87,-91.794465
92879120.88,-91.994548
92884004.88,-91.724988
92888888.89,-92.233376
92893772.89,-91.998373
92898656.90,-92.569326
92903540.90,-92.189161
92908424.91,-92.440807
92913308.91,-92.102204
92918192.92,-92.399059
92923076.92,-91.734393
92927960.93,-91.940101
92932844.93,-91.561018
92937728.94,-91.885177
92942612.94,-91.543565
92947496.95,-91.855058
92952380.95,-91.194398
92957264.96,-91.412871
92962148.96,-91.152551
92967032.97,-91.589974
92971916.97,-91.284355
92976800.98,-91.667217
92981684.98,-91.109933
92986568.99,-91.354162
92991452.99,-91.039516
92996337.00,-91.435776
93001221.00,-91.212931
93006105.01,-91.730924
93010989.01,-91.785469
93015873.02,-92.463448
93020757.02,-92.165675
93025641.03,-92.672288
93030525.03,-91.994980
93035409.04,-92.332390
93040293.04,-91.972647
93045177.05,-92.519877
93050061.05,-91.863244
93054945.05,-92.027588
93059829.06,-91.643859
93064713.06,-91.990621
93069597.07,-91.787324
93074481.07,-92.153460
93079365.08,-91.977790
93084249.08,-92.460788
93089133.09,-92.058608
93094017.09,-92.637342
93098901.10,-92.200159
93103785.10,-92.537773
93108669.11,-91.627970
93113553.11,-91.500672
93118437.12,-90.878569
93123321.12,-91.237302
93128205.13,-91.094582
93133089.13,-91.535236
93137973.14,-91.502663
93142857.14,-92.166918
93147741.15,-91.822261
93152625.15,-92.211387
93157509.16,-92.041698
93162393.16,-92.574764
93167277.17,-91.710643
93172161.17,-91.905867
93177045.18,-91.641058
93181929.18,-92.152678
93186813.19,-91.746569
93191697.19,-92.201571
93196581.20,-91.796676
93201465.20,-92.071227
93206349.21,-91.395468
93211233.21,-91.713222
93216117.22,-91.321390
93221001.22,-91.645072
93225885.23,-91.457504
93230769.23,-92.065472
93235653.24,-91.606325
93240537.24,-91.851239
93245421.25,-91.611694
93250305.25,-92.020282
93255189.26,-91.753311
93260073.26,-92.335802
93264957.26,-92.158139
93269841.27,-92.619737
93274725.27,-91.966383
93279609.28,-92.150650
93284493.28,-91.497259
93289377.29,-91.584623
93294261.29,-90.901408
93299145.30,-91.132412
93304029.30,-90.729321
93308913.31,-90.915278
93313797.31,-90.921954
93318681.32,-91.695705
93323565.32,-91.782231
93328449.33,-92.480326
93333333.33,-92.417421
93338217.34,-92.946582
93343101.34,-92.271872
93347985.35,-92.453463
93352869.35,-91.682921
93357753.36,-91.929768
93362637.36,-91.797571
93367521.37,-92.405428
93372405.37,-91.979026
93377289.38,-92.258107
93382173.38,-91.754655
93387057.39,-91.997649
93391941.39,-91.774333
93396825.40,-92.437249
93401709.40,-92.430336
